title_current,config,pct,ska_gap,risk_score,risk_tier
Customs Brokers,all_confirmed,43.21,-0.58,5,high
Customs and Border Protection Officers,all_confirmed,44.11,-0.89,4,moderate
"Cutters and Trimmers, Hand",all_confirmed,10.93,-0.38,3,moderate
"Cutting and Slicing Machine Setters, Operators, and Tenders",all_confirmed,16.59,-1.34,2,low
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",all_confirmed,18.57,0.12,3,moderate
Cytogenetic Technologists,all_confirmed,38.37,-0.43,5,high
Cytotechnologists,all_confirmed,45.93,-0.29,5,high
Dancers,all_confirmed,21.71,-1.86,2,low
Data Entry Keyers,all_confirmed,65.89,-0.45,7,high
Data Scientists,all_confirmed,46.04,,2,low
Data Warehousing Specialists,all_confirmed,88.71,0.07,5,high
Database Administrators,all_confirmed,75.35,-1.10,5,high
Database Architects,all_confirmed,68.69,-1.81,3,moderate
Demonstrators and Product Promoters,all_confirmed,57.43,1.08,5,high
Dental Assistants,all_confirmed,38.05,0.73,6,high
Dental Hygienists,all_confirmed,9.99,-0.78,2,low
Dental Laboratory Technicians,all_confirmed,14.43,0.72,4,moderate
"Dentists, General",all_confirmed,33.43,-3.16,4,moderate
Dermatologists,all_confirmed,28.56,-3.00,4,moderate
"Derrick Operators, Oil and Gas",all_confirmed,19.38,-1.13,2,low
Desktop Publishers,all_confirmed,69.89,-0.47,7,high
Detectives and Criminal Investigators,all_confirmed,31.20,-2.61,2,low
Diagnostic Medical Sonographers,all_confirmed,37.23,-0.32,4,moderate
Dietetic Technicians,all_confirmed,52.44,0.11,6,high
Dietitians and Nutritionists,all_confirmed,52.54,-2.46,4,moderate
Digital Forensics Analysts,all_confirmed,45.34,,2,low
Dining Room and Cafeteria Attendants and Bartender Helpers,all_confirmed,13.34,2.33,3,moderate
"Directors, Religious Activities and Education",all_confirmed,60.18,-1.12,3,moderate
"Disc Jockeys, Except Radio",all_confirmed,25.07,,2,low
Dishwashers,all_confirmed,5.27,2.62,3,moderate
"Dispatchers, Except Police, Fire, and Ambulance",all_confirmed,71.51,-0.73,7,high
Document Management Specialists,all_confirmed,76.79,-0.52,5,high
"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",all_confirmed,40.73,1.15,5,high
Dredge Operators,all_confirmed,0.00,-1.82,2,low
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",all_confirmed,16.32,-0.57,3,moderate
Driver/Sales Workers,all_confirmed,18.31,1.51,4,moderate
Drywall and Ceiling Tile Installers,all_confirmed,15.59,0.12,2,low
"Earth Drillers, Except Oil and Gas",all_confirmed,5.49,-1.43,2,low
"Economics Teachers, Postsecondary",all_confirmed,81.89,-3.49,4,moderate
Economists,all_confirmed,82.53,-3.52,5,high
Editors,all_confirmed,63.22,-1.88,5,high
"Education Administrators, Kindergarten through Secondary",all_confirmed,22.43,-4.69,2,low
"Education Administrators, Postsecondary",all_confirmed,42.28,-3.03,4,moderate
"Education Teachers, Postsecondary",all_confirmed,83.15,-3.17,4,moderate
"Education and Childcare Administrators, Preschool and Daycare",all_confirmed,27.09,-1.73,2,low
"Educational, Guidance, and Career Counselors and Advisors",all_confirmed,40.04,-1.79,3,moderate
"Electric Motor, Power Tool, and Related Repairers",all_confirmed,21.61,-1.58,2,low
Electrical Engineers,all_confirmed,46.76,-2.77,3,moderate
Electrical Power-Line Installers and Repairers,all_confirmed,20.80,-1.21,1,low
Electrical and Electronic Engineering Technologists and Technicians,all_confirmed,42.53,-1.07,4,moderate
Electrical and Electronic Equipment Assemblers,all_confirmed,26.38,0.29,4,moderate
Electrical and Electronics Drafters,all_confirmed,46.56,-0.55,6,high
"Electrical and Electronics Installers and Repairers, Transportation Equipment",all_confirmed,32.01,-0.84,4,moderate
"Electrical and Electronics Repairers, Commercial and Industrial Equipment",all_confirmed,43.74,-1.78,3,moderate
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",all_confirmed,41.62,-1.66,3,moderate
Electricians,all_confirmed,43.47,-1.20,4,moderate
Electro-Mechanical and Mechatronics Technologists and Technicians,all_confirmed,34.65,-1.81,4,moderate
Electromechanical Equipment Assemblers,all_confirmed,15.62,0.48,3,moderate
"Electronic Equipment Installers and Repairers, Motor Vehicles",all_confirmed,34.64,-0.67,5,high
"Electronics Engineers, Except Computer",all_confirmed,59.87,-3.27,3,moderate
"Elementary School Teachers, Except Special Education",all_confirmed,63.21,-1.48,4,moderate
Elevator and Escalator Installers and Repairers,all_confirmed,8.02,-1.70,1,low
"Eligibility Interviewers, Government Programs",all_confirmed,55.87,-0.84,6,high
Embalmers,all_confirmed,9.68,0.25,3,moderate
Emergency Management Directors,all_confirmed,26.92,-4.12,2,low
Emergency Medical Technicians,all_confirmed,10.44,,2,low
Emergency Medicine Physicians,all_confirmed,16.51,-5.54,0,low
Endoscopy Technicians,all_confirmed,1.46,0.58,3,moderate
Energy Auditors,all_confirmed,29.04,-0.46,4,moderate
"Energy Engineers, Except Wind and Solar",all_confirmed,34.01,-2.71,2,low
Engine and Other Machine Assemblers,all_confirmed,18.72,-1.04,3,moderate
"Engineering Teachers, Postsecondary",all_confirmed,82.86,-4.67,4,moderate
"English Language and Literature Teachers, Postsecondary",all_confirmed,71.86,-2.55,4,moderate
"Entertainment and Recreation Managers, Except Gambling",all_confirmed,39.76,-0.38,5,high
Environmental Compliance Inspectors,all_confirmed,33.29,-1.80,2,low
Environmental Economists,all_confirmed,46.14,-3.08,5,high
Environmental Engineering Technologists and Technicians,all_confirmed,31.26,-0.99,3,moderate
Environmental Engineers,all_confirmed,37.92,-3.09,3,moderate
Environmental Restoration Planners,all_confirmed,28.49,-2.20,1,low
"Environmental Science Teachers, Postsecondary",all_confirmed,72.77,-2.80,4,moderate
"Environmental Science and Protection Technicians, Including Health",all_confirmed,29.56,-0.32,4,moderate
"Environmental Scientists and Specialists, Including Health",all_confirmed,49.68,-1.41,4,moderate
Epidemiologists,all_confirmed,31.54,-3.99,3,moderate
Equal Opportunity Representatives and Officers,all_confirmed,31.77,-2.63,3,moderate
Etchers and Engravers,all_confirmed,17.43,0.18,2,low
"Excavating and Loading Machine and Dragline Operators, Surface Mining",all_confirmed,11.21,-2.09,2,low
Executive Secretaries and Executive Administrative Assistants,all_confirmed,64.84,-0.85,7,high
Exercise Physiologists,all_confirmed,50.46,-1.51,4,moderate
Exercise Trainers and Group Fitness Instructors,all_confirmed,34.33,-0.30,5,high
"Explosives Workers, Ordnance Handling Experts, and Blasters",all_confirmed,5.05,-1.67,2,low
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",all_confirmed,20.75,-0.60,3,moderate
"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",all_confirmed,19.09,0.44,4,moderate
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",all_confirmed,18.58,-0.72,3,moderate
Fabric and Apparel Patternmakers,all_confirmed,23.62,-0.08,3,moderate
Facilities Managers,all_confirmed,7.55,-0.74,4,moderate
Fallers,all_confirmed,15.08,-2.46,1,low
Family Medicine Physicians,all_confirmed,21.06,-4.13,2,low
"Family and Consumer Sciences Teachers, Postsecondary",all_confirmed,31.46,-1.39,2,low
Farm Equipment Mechanics and Service Technicians,all_confirmed,18.20,-2.21,2,low
Farm Labor Contractors,all_confirmed,19.80,1.02,3,moderate
Farm and Home Management Educators,all_confirmed,36.57,-2.64,3,moderate
"Farmers, Ranchers, and Other Agricultural Managers",all_confirmed,12.11,-1.47,1,low
"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",all_confirmed,5.69,-1.36,1,low
"Farmworkers, Farm, Ranch, and Aquacultural Animals",all_confirmed,26.78,0.88,3,moderate
Fashion Designers,all_confirmed,55.70,-0.17,7,high
Fast Food and Counter Workers,all_confirmed,29.37,3.42,3,moderate
Fence Erectors,all_confirmed,8.90,0.42,3,moderate
Fiberglass Laminators and Fabricators,all_confirmed,10.34,0.81,3,moderate
File Clerks,all_confirmed,56.14,0.93,5,high
Film and Video Editors,all_confirmed,72.00,-0.36,6,high
Financial Examiners,all_confirmed,19.16,-2.43,3,moderate
Financial Managers,all_confirmed,25.11,-2.68,2,low
Financial Quantitative Analysts,all_confirmed,84.89,-3.29,4,moderate
Financial Risk Specialists,all_confirmed,33.64,,2,low
Financial and Investment Analysts,all_confirmed,50.47,,2,low
"Fine Artists, Including Painters, Sculptors, and Illustrators",all_confirmed,67.94,0.57,7,high
Fire Inspectors and Investigators,all_confirmed,21.51,-2.02,3,moderate
Fire-Prevention and Protection Engineers,all_confirmed,33.79,-3.73,2,low
Firefighters,all_confirmed,13.47,-2.68,2,low
First-Line Supervisors of Construction Trades and Extraction Workers,all_confirmed,57.06,-0.67,5,high
First-Line Supervisors of Correctional Officers,all_confirmed,26.39,-2.10,2,low
"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",all_confirmed,25.44,,2,low
"First-Line Supervisors of Farming, Fishing, and Forestry Workers",all_confirmed,7.87,-0.11,4,moderate
First-Line Supervisors of Firefighting and Prevention Workers,all_confirmed,3.73,-2.35,2,low
First-Line Supervisors of Food Preparation and Serving Workers,all_confirmed,36.45,0.91,7,high
First-Line Supervisors of Gambling Services Workers,all_confirmed,37.61,-0.13,5,high
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",all_confirmed,34.58,0.72,6,high
First-Line Supervisors of Housekeeping and Janitorial Workers,all_confirmed,45.60,0.92,6,high
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",all_confirmed,22.93,-0.60,3,moderate
First-Line Supervisors of Material-Moving Machine and Vehicle Operators,all_confirmed,21.06,-1.65,4,moderate
"First-Line Supervisors of Mechanics, Installers, and Repairers",all_confirmed,48.72,-1.63,4,moderate
First-Line Supervisors of Non-Retail Sales Workers,all_confirmed,67.92,-0.71,5,high
First-Line Supervisors of Office and Administrative Support Workers,all_confirmed,68.43,-1.26,5,high
First-Line Supervisors of Passenger Attendants,all_confirmed,23.83,,2,low
First-Line Supervisors of Personal Service Workers,all_confirmed,27.95,-1.23,3,moderate
First-Line Supervisors of Police and Detectives,all_confirmed,18.41,-2.93,4,moderate
First-Line Supervisors of Production and Operating Workers,all_confirmed,32.67,-0.50,3,moderate
First-Line Supervisors of Retail Sales Workers,all_confirmed,67.18,0.26,7,high
First-Line Supervisors of Security Workers,all_confirmed,21.55,-2.68,3,moderate
Fish and Game Wardens,all_confirmed,37.81,-1.54,2,low
Fishing and Hunting Workers,all_confirmed,5.81,1.16,2,low
Fitness and Wellness Coordinators,all_confirmed,38.38,-0.93,4,moderate
Flight Attendants,all_confirmed,36.73,-0.84,4,moderate
"Floor Layers, Except Carpet, Wood, and Hard Tiles",all_confirmed,9.90,0.87,3,moderate
Floor Sanders and Finishers,all_confirmed,0.00,-1.47,2,low
Floral Designers,all_confirmed,33.92,1.11,3,moderate
Food Batchmakers,all_confirmed,25.16,0.39,4,moderate
Food Cooking Machine Operators and Tenders,all_confirmed,18.90,-0.12,2,low
Food Preparation Workers,all_confirmed,35.77,3.65,5,high
Food Science Technicians,all_confirmed,35.68,0.46,6,high
Food Scientists and Technologists,all_confirmed,48.90,-2.15,3,moderate
"Food Servers, Nonrestaurant",all_confirmed,22.31,3.29,4,moderate
Food Service Managers,all_confirmed,32.93,-0.02,7,high
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",all_confirmed,10.59,0.42,2,low
"Foreign Language and Literature Teachers, Postsecondary",all_confirmed,70.20,-2.04,4,moderate
Forensic Science Technicians,all_confirmed,50.01,-1.23,5,high
Forest Fire Inspectors and Prevention Specialists,all_confirmed,12.20,-0.75,5,high
Forest and Conservation Technicians,all_confirmed,22.14,0.46,4,moderate
Forest and Conservation Workers,all_confirmed,11.78,1.50,2,low
Foresters,all_confirmed,12.88,-1.45,1,low
"Forestry and Conservation Science Teachers, Postsecondary",all_confirmed,73.62,-2.99,4,moderate
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",all_confirmed,20.06,-0.25,3,moderate
Foundry Mold and Coremakers,all_confirmed,0.00,0.04,3,moderate
"Fraud Examiners, Investigators and Analysts",all_confirmed,68.45,-2.12,4,moderate
Freight Forwarders,all_confirmed,51.92,-0.34,6,high
Fuel Cell Engineers,all_confirmed,37.66,-3.35,2,low
Fundraisers,all_confirmed,56.91,-1.46,5,high
Fundraising Managers,all_confirmed,11.92,-1.77,2,low
Funeral Attendants,all_confirmed,40.19,1.33,6,high
Funeral Home Managers,all_confirmed,19.66,-0.51,3,moderate
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",all_confirmed,25.77,-0.63,3,moderate
Furniture Finishers,all_confirmed,16.17,0.08,3,moderate
Gambling Cage Workers,all_confirmed,31.39,2.08,4,moderate
Gambling Change Persons and Booth Cashiers,all_confirmed,30.95,2.11,3,moderate
Gambling Dealers,all_confirmed,47.20,1.43,5,high
Gambling Managers,all_confirmed,21.88,-1.63,3,moderate
Gambling Surveillance Officers and Gambling Investigators,all_confirmed,37.15,-0.01,5,high
Gambling and Sports Book Writers and Runners,all_confirmed,41.19,1.51,5,high
Gas Compressor and Gas Pumping Station Operators,all_confirmed,0.83,-0.76,3,moderate
Gas Plant Operators,all_confirmed,21.18,-0.81,4,moderate
Gem and Diamond Workers,all_confirmed,29.86,0.64,3,moderate
General Internal Medicine Physicians,all_confirmed,16.70,-3.82,2,low
General and Operations Managers,all_confirmed,27.87,-1.69,3,moderate
Genetic Counselors,all_confirmed,47.32,-2.52,4,moderate
Geneticists,all_confirmed,47.63,-3.99,4,moderate
Geodetic Surveyors,all_confirmed,19.55,-2.09,2,low
Geographers,all_confirmed,67.97,-2.55,5,high
Geographic Information Systems Technologists and Technicians,all_confirmed,47.21,-0.52,5,high
"Geography Teachers, Postsecondary",all_confirmed,73.45,-2.57,5,high
"Geological Technicians, Except Hydrologic Technicians",all_confirmed,14.98,0.49,3,moderate
"Geoscientists, Except Hydrologists and Geographers",all_confirmed,32.58,-2.37,3,moderate
Geothermal Production Managers,all_confirmed,10.04,-2.20,1,low
Geothermal Technicians,all_confirmed,33.35,-1.08,5,high
"Glass Blowers, Molders, Benders, and Finishers",all_confirmed,14.67,-1.38,2,low
Glaziers,all_confirmed,15.47,0.20,3,moderate
Government Property Inspectors and Investigators,all_confirmed,50.14,-2.21,4,moderate
"Graders and Sorters, Agricultural Products",all_confirmed,10.06,2.11,2,low
Graphic Designers,all_confirmed,81.02,-0.65,5,high
"Grinding and Polishing Workers, Hand",all_confirmed,14.29,-1.92,2,low
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",all_confirmed,22.17,-1.99,2,low
"Hairdressers, Hairstylists, and Cosmetologists",all_confirmed,47.20,0.47,6,high
Hazardous Materials Removal Workers,all_confirmed,9.12,-0.62,4,moderate
Health Education Specialists,all_confirmed,25.86,-1.39,3,moderate
Health Informatics Specialists,all_confirmed,52.85,-1.98,3,moderate
Health Information Technologists and Medical Registrars,all_confirmed,38.11,,3,moderate
"Health Specialties Teachers, Postsecondary",all_confirmed,76.86,-2.50,4,moderate
"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",all_confirmed,42.84,-1.40,2,low
Healthcare Social Workers,all_confirmed,42.22,-3.59,4,moderate
Hearing Aid Specialists,all_confirmed,14.11,-0.69,4,moderate
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",all_confirmed,20.58,-1.79,1,low
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",all_confirmed,27.05,-1.80,2,low
Heavy and Tractor-Trailer Truck Drivers,all_confirmed,21.53,-1.21,2,low
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",all_confirmed,14.28,-0.78,3,moderate
Helpers--Carpenters,all_confirmed,6.10,0.71,3,moderate
Helpers--Electricians,all_confirmed,15.52,-0.36,3,moderate
Helpers--Extraction Workers,all_confirmed,3.66,-1.54,2,low
"Helpers--Installation, Maintenance, and Repair Workers",all_confirmed,18.07,-0.98,3,moderate
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",all_confirmed,7.60,2.13,3,moderate
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",all_confirmed,22.66,-1.23,2,low
Helpers--Production Workers,all_confirmed,12.12,-0.35,3,moderate
Helpers--Roofers,all_confirmed,2.34,0.28,3,moderate
Highway Maintenance Workers,all_confirmed,3.21,-0.33,3,moderate
Histology Technicians,all_confirmed,4.99,1.28,3,moderate
Historians,all_confirmed,76.04,-1.59,5,high
"History Teachers, Postsecondary",all_confirmed,79.93,-2.71,4,moderate
Histotechnologists,all_confirmed,12.02,0.67,1,low
Hoist and Winch Operators,all_confirmed,8.77,-1.20,2,low
Home Appliance Repairers,all_confirmed,27.39,-0.43,3,moderate
Home Health Aides,all_confirmed,29.25,1.89,5,high
Hospitalists,all_confirmed,18.60,-4.10,2,low
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",all_confirmed,54.22,2.39,6,high
"Hotel, Motel, and Resort Desk Clerks",all_confirmed,55.30,1.02,6,high
Human Factors Engineers and Ergonomists,all_confirmed,48.44,-2.30,4,moderate
"Human Resources Assistants, Except Payroll and Timekeeping",all_confirmed,82.15,-0.95,7,high
Human Resources Managers,all_confirmed,52.33,-3.40,4,moderate
Human Resources Specialists,all_confirmed,75.84,-1.23,4,moderate
Hydroelectric Plant Technicians,all_confirmed,10.99,-2.18,1,low
Hydroelectric Production Managers,all_confirmed,10.08,-2.05,1,low
Hydrologic Technicians,all_confirmed,34.52,,3,moderate
Hydrologists,all_confirmed,35.11,-3.08,5,high
Industrial Ecologists,all_confirmed,23.49,-2.34,2,low
Industrial Engineering Technologists and Technicians,all_confirmed,30.38,-1.16,2,low
Industrial Engineers,all_confirmed,49.94,-2.11,3,moderate
Industrial Machinery Mechanics,all_confirmed,30.86,-1.60,1,low
Industrial Production Managers,all_confirmed,19.54,-2.21,1,low
